Passenger Wait Time,Driver Income
0.0,203.6
0.0,163.60000000000002
0.0,312.80000000000007
0,44.0
0.0,326.79999999999995
0.0,285.20000000000005
0,218.60000000000002
0.0,60.199999999999996
0.0,93.8
0,340.4
0,118.39999999999999
0.0,452.4000000000001
0,148.6
0.0,261.59999999999997
0.0,171.0
0.0,79.0
0.0,65.2
0,178.39999999999998
