MONTH_REPORTED,DRIVER_START_MONTH,CITY,STATE,ZIP,NUMBER_OF_TRIPS,MULTIPLE_TNPS
2022-01,2019-03,Riverdale,IL,60827,31,true
2022-01,2021-10,Chicago,IL,60616,5,false
2022-01,2020-09,Carol Stream,IL,60188,129,true
2022-01,2021-07,Niles,IL,60714,111,true
2022-01,2021-03,Racine,WI,53402,84,false
2022-01,2016-03,Chicago,IL,60617,67,true
2022-01,2017-05,Des Plaines,IL,60016,11,true
2022-01,2018-10,Chicago,IL,60641,67,false
2022-01,2021-12,Wauconda,IL,60084,0,false
2022-01,2021-12,Wauconda,IL,60084,0,false
2022-01,2021-10,Lemont,IL,60439,44,false
2022-01,2021-06,Joliet,IL,60435,16,false
2022-01,2021-09,Woodridge,IL,60517,0,false
2022-01,2021-09,Woodridge,IL,60517,0,false
2022-01,2021-09,Woodridge,IL,60517,0,false
2022-01,2021-09,Woodridge,IL,60517,0,false
2022-01,2021-09,Woodridge,IL,60517,0,false
2022-01,2021-09,Woodridge,IL,60517,0,false
2022-01,2021-09,Woodridge,IL,60517,0,false
2022-01,2021-09,Westmont,IL,60559,0,false
2022-01,2021-09,Westmont,IL,60559,0,false
2022-01,2021-09,Westmont,IL,60559,0,false
2022-01,2021-09,Westmont,IL,60559,0,false
2022-01,2021-09,Westmont,IL,60559,0,false
2022-01,2021-09,Westmont,IL,60559,0,false
2022-01,2021-09,Chicago,IL,60639,150,false
2022-01,2021-03,Chicago,IL,60415,184,true
2022-01,2017-11,Chicago,IL,60634,252,false
2022-01,2016-01,Chicago,IL,60608,277,true
2022-01,2018-10,Round Lake Beach,IL,60073,117,true
2022-01,2020-12,Buffalo Grove,IL,60089,1,false
2022-01,2021-08,Chicago,IL,60615,0,false
2022-01,2021-08,Chicago,IL,60615,0,false
2022-01,2021-08,Chicago,IL,60615,0,false
2022-01,2021-08,Chicago,IL,60615,0,false
2022-01,2021-08,Chicago,IL,60615,0,false
2022-01,2021-08,Chicago,IL,60615,0,false
2022-01,2021-08,Chicago,IL,60615,0,false
2022-01,2021-08,Chicago,IL,60615,0,false
2022-01,2021-08,Chicago,IL,60615,0,false
2022-01,2021-08,Chicago,IL,60615,0,false
2022-01,2020-10,Chicago,IL,60621,162,false
2022-01,2017-05,,NJ,,103,true
2022-01,2021-10,North Riverside,IL,60546,178,false
2022-01,2016-02,Chicago,IL,60616,30,false
2022-01,2018-01,Batvia,IL,60510,258,true
2022-01,2021-02,Chicago,IL,60659,319,false
2022-01,2021-09,Chicago,IL,60629,124,false
2022-01,2017-06,Addison,IL,60101,11,true
2022-01,2018-01,Chicago,IL,60656,16,false
2022-01,2017-11,Chicago,IL,60618,358,false
2022-01,2015-12,Chicago,IL,60644,110,true
2022-01,2021-12,Chicago,IL,60638,167,false
2022-01,2019-10,Melrose Park,IL,60160,0,false
2022-01,2021-12,Garfield,NJ,07026,0,false
2022-01,2021-10,Chicago,IL,60625,93,false
2022-01,2021-09,Kenosha,WI,53142,0,false
2022-01,2021-09,Chicago,IL,60634,36,false
2022-01,2019-09,Montgomery,IL,60538,13,false
2022-01,2021-09,Oakbrook,IL,60181,0,false
2022-01,2018-01,Chicago,IL,60606,223,true
2022-01,2021-09,South Holland,IL,60473,8,false
2022-01,2019-04,Chicago,IL,60609,178,false
2022-01,2020-11,Skokie,IL,60076,0,true
2022-01,2016-06,Hickory Hills,IL,60457,23,false
2022-01,2021-11,Chicago,IL,60641,843,false
2022-01,2022-01,Chicago,IL,60629,34,false
2022-01,2016-01,Glenview,IL,60025,245,true
2022-01,2019-04,Gurnee,IL,60031,11,true
2022-01,2021-03,Chicago,IL,60637,944,false
2022-01,2021-12,Chicago,IL,60620,29,false
2022-01,2021-12,Chicago,IL,60620,29,false
2022-01,2021-12,Chicago,IL,60620,29,false
2022-01,2021-12,Chicago,IL,60625,60,false
2022-01,2016-12,Chicago,IL,60659,20,true
2022-01,2020-12,Cicero,IL,60804,320,true
2022-01,2020-07,Kenosha,WI,53144,3,false
2022-01,2018-06,,IL,,0,false
2022-01,2015-07,Chicago,IL,60641,150,false
2022-01,2021-11,Oswego,IL,60543,48,false
2022-01,2021-08,Chicago,IL,60611,160,false
2022-01,2020-12,Chicago,IL,60625,4,false
2022-01,2021-10,,CA,,0,false
2022-01,2021-10,,CA,,0,false
2022-01,2021-09,Chicago,IL,60639,37,false
2022-01,2014-12,,TX,,33,false
2022-01,2020-12,Cicero,IL,60804,125,false
2022-01,2018-08,Cicero,IL,60804,198,true
2022-01,2019-12,Chicago,IL,60644,128,false
2022-01,2021-02,Elmwood Park,IL,60707,352,false
2022-01,2021-07,Chicago,IL,60606,469,false
2022-01,2021-07,Chicago,IL,60606,469,false
2022-01,2021-07,Chicago,IL,60618,47,false
2022-01,2021-06,Orland Hills,IL,60487,16,true
2022-01,2021-06,Chicago,IL,60608,18,false
2022-01,2021-08,Skokie,IL,60076,282,false
2022-01,2021-11,Downers Grove,IL,60516,10,false
2022-01,2021-10,Green Bay,WI,54301,0,false
2022-01,2020-08,Mishawaka,IN,46545,247,false
2022-01,2022-01,Chicago,IL,60608,44,false
2022-01,2018-10,Chicago,IL,60641,309,false
2022-01,2021-02,Joliet,IL,60432,116,false
2022-01,2020-08,Chicago,IL,60606,22,false
2022-01,2018-01,Aurora,IL,60506,20,true
2022-01,2022-01,Portage,IN,46368,2,false
2022-01,2021-05,Calumet City,IL,60409,18,false
2022-01,2021-08,Hoffman Estates,IL,60169,0,false
2022-01,2021-08,Hoffman Estates,IL,60169,0,false
2022-01,2021-08,Hoffman Estates,IL,60169,0,false
2022-01,2021-08,Hoffman Estates,IL,60169,0,false
2022-01,2021-08,Hoffman Estates,IL,60169,0,false
2022-01,2021-08,Hoffman Estates,IL,60169,0,false
2022-01,2021-08,Hoffman Estates,IL,60169,0,false
2022-01,2021-08,Hoffman Estates,IL,60169,0,false
2022-01,2020-12,Des Plaines,IL,60016,106,false
2022-01,2021-09,Chicago,IL,60651,4,false
2022-01,2020-08,Mount Prospect,IL,60056,315,true
2022-01,2021-11,Addison,IL,60101,78,false
2022-01,2021-08,Romeoville,IL,60446,189,true
2022-01,2017-09,Chicago,IL,60656,12,false
2022-01,2021-12,Chicago,IL,60651,236,false
2022-01,2018-04,Elgin,IL,60120,46,false
2022-01,2018-03,Carol Stream,IL,60188,0,true
2022-01,2019-11,University Pk,IL,60484,0,false
2022-01,2018-08,Crest Hill,IL,60403,0,true
2022-01,2021-12,Schaumberg,IL,60194,0,false
2022-01,2020-12,Chicago,IL,60632,176,true
2022-01,2021-07,San Diego,CA,92109,162,false
2022-01,2020-12,Chicago,IL,60624,0,false
2022-01,2021-12,Joliet,IL,60436,15,false
2022-01,2021-12,,CO,,382,false
2022-01,2014-09,Chicago,IL,60045,82,true
2022-01,2019-04,Bensenville,IL,60106,29,false
2022-01,2021-10,Manly,IA,50456,68,false
2022-01,2020-10,Chicago,IL,60632,79,false
2022-01,2021-07,Hillside,IL,60162,0,false
2022-01,2021-12,Chicago,IL,60617,68,false
2022-01,2017-10,Chicago,IL,60626,97,false
2022-01,2021-06,Bolingbrook,IL,60440,0,true
2022-01,2021-06,Glenview,IL,60026,189,false
2022-01,2021-11,Chicago,IL,60640,364,true
2022-01,2021-09,Chicago,IL,60620,111,false
2022-01,2021-07,Palatine,IL,60074,1,false
2022-01,2021-07,Palatine,IL,60074,1,false
2022-01,2021-06,Chicago,IL,60619,3,false
2022-01,2021-04,Geneva,IL,60134,0,false
2022-01,2014-10,Bridgeview,IL,60455,215,true
2022-01,2022-01,Schaumburg,IL,60194,22,false
2022-01,2021-02,Chicago,IL,60620,94,false
2022-01,2020-06,Chicago,IL,60625,3,false
2022-01,2021-12,Pingree Grove,IL,60140,225,false
2022-01,2021-09,University Park,IL,60484,93,false
2022-01,2021-05,Chicago,IL,60616,0,true
2022-01,2021-05,Chicago,IL,60616,0,true
2022-01,2021-10,Monee,IL,60449,0,false
2022-01,2017-12,Chicago,IL,60641,165,false
2022-01,2021-12,Chicago,IL,60645,6,false
2022-01,2017-04,Darien,IL,60561,72,false
2022-01,2021-11,Bridgeview,IL,60455,2,false
2022-01,2020-10,Lockport,IL,60441,2,false
2022-01,2021-09,Stickney,IL,60402,195,false
2022-01,2020-02,Chicago,IL,60653,35,false
2022-01,2018-05,Glen Ellyn,IL,60137,16,true
2022-01,2021-09,Chicago,IL,60632,199,false
2022-01,2021-05,Hoffman Estates,IL,60169,21,true
2022-01,2020-11,Schaumburg,IL,60173,56,true
2022-01,2021-04,Bensenville,IL,60106,56,false
2022-01,2021-09,Chicago,IL,60634,484,false
2022-01,2019-06,Chicago,IL,60660,498,true
2022-01,2021-02,Carpentersville,IL,60110,0,false
2022-01,2021-12,Melrose  Park,IL,60160,157,false
2022-01,2021-04,Orland Park,IL,60462,114,false
2022-01,2017-10,Chicago,IL,60659,250,true
2022-01,2021-11,Chicago,IL,60645,113,false
2022-01,2020-07,Chicago,IL,60659,125,true
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-11,Chicago,IL,60615,0,false
2022-01,2021-12,Chicago,IL,60629,386,false
2022-01,2021-09,Cincinnati,OH,45238,0,false
2022-01,2018-05,Lynwood,IL,60411,132,true
2022-01,2015-10,Chicago,IL,60626,401,true
2022-01,2019-04,Chicago,IL,60651,198,true
2022-01,2021-07,Barrington,IL,60010,0,false
2022-01,2021-09,Chicago,IL,60609,156,false
2022-01,2021-09,Chicago,IL,60618,107,false
2022-01,2021-09,Romeoville,IL,60446,69,false
2022-01,2018-09,Chicago,IL,60659,315,false
2022-01,2021-02,Dyer,IN,46311,131,false
2022-01,2019-04,Huntley,IL,60142,0,false
2022-01,2021-01,Aurora,IL,60506,212,false
2022-01,2022-01,Orland Park,IL,60462,29,false
2022-01,2021-03,Joliet,IL,60431,0,true
2022-01,2016-01,Skokie,IL,60076,110,true
2022-01,2014-10,Chicago,IL,60606,236,true
2022-01,2018-02,Mesa,AZ,85202,0,false
2022-01,2022-01,Chicago,IL,60634,48,false
2022-01,2017-04,Aurora,IL,60506,38,true
2022-01,2019-02,Chicago,IL,60606,112,false
2022-01,2018-10,Merrillville Rd,IN,46410,3,false
2022-01,2018-08,Streamwood,IL,60107,5,true
2022-01,2018-07,Maywood,IL,60153,89,false
2022-01,2021-08,Chicago,IL,60077,10,false
2022-01,2016-11,Dolton,IL,60419,11,false
2022-01,2021-02,Peotone,IL,60468,170,false
2022-01,2017-02,Riverside,IL,60546,19,true
2022-01,2017-09,Wood Dale,IL,60191,102,true
2022-01,2021-06,Chicago,IL,60639,340,false
2022-01,2021-09,Palos Hills,IL,60465,0,false
2022-01,2021-09,Palos Hills,IL,60465,0,false
2022-01,2021-09,Palos Hills,IL,60465,0,false
2022-01,2021-09,Palos Hills,IL,60465,0,false
2022-01,2021-09,Palos Hills,IL,60465,0,false
2022-01,2021-09,Palos Hills,IL,60465,0,false
2022-01,2018-10,Chicago,IL,60411,0,false
2022-01,2021-07,Chicago,IL,60606,173,false
2022-01,2022-01,Orland Park,IL,60467,17,false
2022-01,2021-09,Chicago,IL,60619,406,false
2022-01,2021-10,Northlake,IL,60164,7,false
2022-01,2021-06,Chicago,IL,60651,50,false
2022-01,2021-11,Chicago,IL,60643,12,false
2022-01,2022-01,Chicago,IL,60626,37,false
2022-01,2017-06,Cedar Rapids,IA,52404,348,true
2022-01,2021-09,Chicago,IL,60656,269,false
2022-01,2019-03,Niles,IL,60714,118,true
2022-01,2021-03,Chicago,IL,60607,0,false
2022-01,2017-08,Grayslake,IL,60030,39,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-08,Berwyn,IL,60402,0,false
2022-01,2021-10,Chicago,IL,60649,50,false
2022-01,2021-06,Schaumburg,IL,60193,114,false
2022-01,2021-06,Schaumburg,IL,60193,114,false
2022-01,2020-06,Dolton,IL,60419,0,false
2022-01,2021-10,Chicago,IL,60636,22,false
2022-01,2020-09,Skokie,IL,60077,190,true
2022-01,2020-09,Chicago,IL,60616,413,true
2022-01,2020-10,Maywood,IL,60153,0,false
2022-01,2021-04,Chicago,IL,60644,110,false
2022-01,2021-03,Chicago,IL,60638,269,false
2022-01,2021-07,Matteson,IL,60443,91,false
2022-01,2021-08,Lincolnwood,IL,60712,129,false
2022-01,2021-10,Glenview,IL,60025,630,false
2022-01,2021-05,Chicago,IL,60617,15,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2021-10,,IL,,0,false
2022-01,2018-11,Alsip,IL,60803,15,true
2022-01,2021-05,Orland Park,IL,60462,0,false
2022-01,2018-02,Watseka,IL,60970,1,true
2022-01,2016-11,South Chicago Heights,IL,60411,22,false
2022-01,2021-07,West Dundee,IL,60118,0,false
2022-01,2019-09,N Little Rock,AR,72114,15,false
2022-01,2017-02,Gilberts,IL,60136,134,true
2022-01,2018-09,Tinley Park,IL,60477,177,false
2022-01,2017-11,Oak Park,IL,60302,153,true
2022-01,2021-12,Chicago,IL,60660,230,false
2022-01,2021-09,Meriden,CT,06450,171,false
2022-01,2021-12,Chicago,IL,60640,32,false
2022-01,2021-01,Chicago,IL,60640,254,false
2022-01,2021-10,Joliet,IL,60436,6,false
2022-01,2021-02,Chicago,IL,60622,209,false
2022-01,2020-12,Schiller Park,IL,60176,0,false
2022-01,2020-05,Romeoville,IL,60446,56,false
2022-01,2021-03,Skokie,IL,60076,72,false
2022-01,2021-09,Chicago,IL,60606,383,false
2022-01,2019-04,Chicago,IL,60623,34,false
2022-01,2021-06,Ford Heights,IL,60411,0,false
2022-01,2021-09,Chicago,IL,60606,116,false
2022-01,2017-05,Chicago,IL,60644,103,false
2022-01,2018-10,Chicago,IL,60649,9,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2021-08,Niles,IL,60714,0,false
2022-01,2017-06,Chicago,IL,60630,16,true
2022-01,2021-09,Chicago,IL,60626,367,false
2022-01,2021-11,Gurnee,IL,60031,7,false
2022-01,2021-06,Chicago,IL,60626,86,false
2022-01,2021-06,Lombard,IL,60148,26,true
2022-01,2021-12,Chicago,IL,60661,436,false
2022-01,2016-12,Melrose Park,IL,60160,48,true
2022-01,2021-09,Chicago,IL,60626,17,false
2022-01,2021-09,Chicago,IL,60626,17,false
2022-01,2021-08,Wauconda,IL,60084,0,false
2022-01,2021-08,Wauconda,IL,60084,0,false
2022-01,2021-08,Chicago,IL,60609,63,false
2022-01,2016-09,Des Plaines,IL,60016,272,true
2022-01,2021-10,Chicago,IL,60640,137,false
2022-01,2021-12,Chicago,IL,60628,120,false
2022-01,2021-11,Waukegan,IL,60085,14,false
2022-01,2015-06,Lake In The Hills,IL,60156,6,true
2022-01,2021-08,Roselle,IL,60172,0,false
2022-01,2021-10,Chicago,IL,60640,13,false
2022-01,2021-12,,NY,,0,true
2022-01,2017-12,Chicago,IL,60639,125,true
2022-01,2021-02,Chicago,IL,60625,108,false
2022-01,2021-10,Chicago,IL,60634,393,false
2022-01,2018-06,Bellwood,IL,60104,390,true
2022-01,2021-12,Chicago,IL,60629,417,false
2022-01,2021-06,South Chicago Heights,IL,60411,105,false
2022-01,2018-12,Chicago,IL,60645,0,false
2022-01,2021-05,Broadview,IL,60155,95,false
2022-01,2021-01,Chicago,IL,60631,212,false
2022-01,2021-02,Carol Stream,IL,60188,15,false
2022-01,2018-03,Chicago,IL,60632,0,false
2022-01,2020-11,Chicago,IL,60659,275,true
2022-01,2021-11,Chicago,IL,60641,199,false
2022-01,2018-10,Cicero,IL,60604,0,false
2022-01,2021-12,Tinley Park,IL,60487,0,false
2022-01,2021-12,Tinley Park,IL,60487,0,false
2022-01,2021-12,Tinley Park,IL,60487,0,false
2022-01,2021-12,Tinley Park,IL,60487,0,false
2022-01,2021-12,Tinley Park,IL,60487,0,false
2022-01,2021-01,Iowa City,IA,52240,224,true
2022-01,2022-01,Oak Lawn,IL,60453,17,false
2022-01,2015-10,Chicago,IL,60608,1,false
2022-01,2021-12,Hillside,IL,60162,192,false
2022-01,2016-10,Lake Zurich,IL,60047,9,true
2022-01,2021-10,Chicago,IL,60613,8,false
2022-01,2021-04,Chicago,IL,60628,142,false
2022-01,2021-12,Hammond,IN,46323,43,false
2022-01,2021-09,Chicago,IL,60615,52,false
2022-01,2021-12,Lemont,IL,60439,0,false
2022-01,2021-12,Lemont,IL,60439,0,false
2022-01,2021-12,Lemont,IL,60439,0,false
2022-01,2016-05,Chicago,IL,60634,127,false
2022-01,2018-03,Chicago,IL,60639,174,false
2022-01,2021-12,Chicago,IL,60649,155,false
2022-01,2018-04,Chicago,IL,60606,327,false
2022-01,2021-10,Chicago,IL,60645,25,false
2022-01,2021-10,Chicago,IL,60645,25,false
2022-01,2021-12,Riverside,IL,60546,41,false
2022-01,2021-01,Wauconda,IL,60084,0,false
2022-01,2021-01,Wauconda,IL,60084,0,false
2022-01,2021-08,Chicago,IL,60643,64,false
2022-01,2016-11,Chicago,IL,60651,608,true
2022-01,2021-08,Chicago,IL,60608,364,false
2022-01,2021-04,Chicago,IL,60647,121,false
2022-01,2021-04,Chicago,IL,60628,65,false
2022-01,2021-02,Chicago,IL,60641,166,false
2022-01,2021-04,Chicago,IL,60608,416,false
2022-01,2021-09,Clarendon Hills,IL,60514,0,false
2022-01,2021-12,Chicago,IL,60659,728,false
2022-01,2018-10,Chicago,IL,60606,332,true
2022-01,2015-06,Chicago,IL,60626,74,true
2022-01,2017-09,Schaumburg,IL,60194,16,true
2022-01,2021-08,Sycamore,IL,60178,0,false
2022-01,2021-08,Sycamore,IL,60178,0,false
2022-01,2017-12,Joliet,IL,60436,5,true
2022-01,2021-07,Maywood,IL,60153,254,false
2022-01,2018-03,Chicago,IL,60609,21,false
2022-01,2021-11,Lisle,IL,60532,28,false
2022-01,2016-05,,NY,,0,false
2022-01,2016-04,Woodridge,IL,60517,26,true
2022-01,2021-07,Chicago,IL,60632,213,true
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2021-11,Chicago,IL,60644,0,false
2022-01,2018-04,Chicago,IL,60647,121,false
2022-01,2021-09,Romeoville,IL,60446,40,false
2022-01,2018-05,,FL,,67,false
2022-01,2021-12,Chicago,IL,60619,3,false
2022-01,2019-06,Chicago,IL,60618,53,false
2022-01,2014-09,Homewood,IL,60430,153,true
2022-01,2021-05,Posen,IL,60469,0,false
2022-01,2016-06,Chicago,IL,60639,4,false
2022-01,2021-11,Wilmette,IL,60091,39,false
2022-01,2021-12,Chicago,IL,60620,187,false
2022-01,2021-12,Palatine,IL,60074,2,false
2022-01,2019-12,Skokie,IL,60076,40,true
2022-01,2019-12,Oak Forest,IL,60452,38,false
2022-01,2021-10,Bellwood,IL,60104,125,false
2022-01,2017-02,Crest Hill,IL,60403,2,true
2022-01,2016-10,Bridgeview,IL,60455,0,false
2022-01,2020-02,Chicago,IL,60625,13,true
2022-01,2016-02,Chicago,IL,60629,27,false
2022-01,2015-05,Portland,OR,97210,6,true
2022-01,2018-01,Chicago,IL,60639,267,false
2022-01,2021-11,Aurora,IL,60504,10,false
2022-01,2021-05,Chicago,IL,60606,92,false
2022-01,2021-12,Kenosha,WI,53143,0,false
2022-01,2021-04,Barrington,IL,60010,8,false
2022-01,2021-09,Chicago,IL,60651,320,false
2022-01,2018-12,Chicago,IL,60609,402,false
2022-01,2018-03,Chicago,IL,60628,67,false
2022-01,2021-10,Chicago Ridge,IL,60415,176,false
2022-01,2019-05,New Lenox,IL,60451,8,true
2022-01,2021-11,Elgin,IL,60120,8,false
2022-01,2018-03,Chicago,IL,60640,43,false
2022-01,2021-12,Des Plaines,IL,60016,434,false
2022-01,2021-09,,IL,,192,false
2022-01,2021-11,Des Plaines,IL,60016,85,true
2022-01,2019-02,Harwood Hts,IL,60706,160,true
2022-01,2021-08,Rosemont,IL,60018,111,false
2022-01,2021-12,Zion,IL,60099,97,false
2022-01,2021-09,Iowa City,IA,52245,0,false
2022-01,2020-01,Park Ridge,IL,60068,0,true
2022-01,2020-01,Park Ridge,IL,60068,0,true
2022-01,2017-05,Chicago,IL,60617,457,false
2022-01,2021-09,Mundelein,IL,60060,7,false
2022-01,2021-12,Union City,GA,30291,136,false
2022-01,2021-02,Bell Wood,IL,60104,105,true
2022-01,2015-09,Chicago,IL,60606,0,false
2022-01,2021-10,Cicago,IL,60606,7,false
2022-01,2020-12,Chicago,IL,60641,158,false
2022-01,2021-02,Chicago,IL,60657,275,false
2022-01,2020-11,Chicago,IL,60626,0,false
2022-01,2021-10,Clarendon Hills,IL,60514,31,false
2022-01,2021-10,Skokie,IL,60076,291,false
2022-01,2021-12,Zion,IL,60099,93,false
2022-01,2017-06,Chicago,IL,60630,0,false
2022-01,2021-11,Palatine,IL,60074,0,true
2022-01,2021-11,Montgomery,IL,60538,0,false
2022-01,2021-11,Montgomery,IL,60538,0,false
2022-01,2021-11,Montgomery,IL,60538,0,false
2022-01,2021-11,Montgomery,IL,60538,0,false
2022-01,2016-12,Portage,IN,46368,12,false
2022-01,2022-01,Chicago,IL,60626,31,false
2022-01,2021-11,Chicago,IL,60628,11,false
2022-01,2014-12,Mount Prospect,IL,60056,0,true
2022-01,2014-09,Lombard,IL,60148,286,true
2022-01,2021-11,Aurora,IL,60505,25,false
2022-01,2021-09,Tinley Park,IL,60477,203,false
2022-01,2021-08,Chicago,IL,60652,120,false
2022-01,2021-01,Chicago,IL,60617,24,false
2022-01,2021-08,Chicago,IL,60659,186,false
2022-01,2019-12,Bellwood,IL,60104,281,false
2022-01,2021-05,Palos Hills,IL,60465,55,false
2022-01,2015-04,Justice,IL,60458,0,false
2022-01,2021-10,Plainfield,IL,60586,22,false
2022-01,2021-08,Chicago,IL,60636,2,false
2022-01,2020-08,Chicago,IL,60629,121,true
2022-01,2021-11,Chicago,IL,60645,246,false
2022-01,2021-05,Oakbrook Terrace,IL,60181,10,false
2022-01,2021-11,Chicago,IL,60836,64,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
2022-01,2021-12,Chicago,IL,60606,0,false
